Price,Adj Close,Close,High,Low,Open,Volume
Ticker,KKR,KKR,KKR,KKR,KKR,KKR
Date,,,,,,
2023-09-11,62.39272689819336,63.20000076293945,63.54999923706055,62.810001373291016,63.459999084472656,3542400
2023-09-12,62.975189208984375,63.790000915527344,64.22000122070312,63.2400016784668,63.29999923706055,3360900
2023-09-13,62.412471771240234,63.220001220703125,64.30999755859375,63.20000076293945,63.79999923706055,3957700
2023-09-14,62.90608596801758,63.720001220703125,64.13999938964844,63.20000076293945,64.05000305175781,4974400
2023-09-15,63.57740020751953,64.4000015258789,64.58000183105469,63.459999084472656,63.54999923706055,8069900
2023-09-18,63.63662338256836,64.45999908447266,64.62999725341797,63.95000076293945,64.36000061035156,2570000
2023-09-19,62.619789123535156,63.43000030517578,64.58000183105469,63.22999954223633,64.33000183105469,2765700
2023-09-20,62.817237854003906,63.630001068115234,64.7699966430664,63.540000915527344,63.689998626708984,2755500
2023-09-21,60.59597396850586,61.380001068115234,62.68000030517578,61.36000061035156,62.68000030517578,2982300
2023-09-22,61.366004943847656,62.15999984741211,62.63999938964844,61.599998474121094,62.119998931884766,3991600
2023-09-25,62.73825454711914,63.54999923706055,63.77000045776367,61.869998931884766,61.869998931884766,3966900
2023-09-26,60.724308013916016,61.5099983215332,63.209999084472656,61.4900016784668,62.7599983215332,2579300
2023-09-27,61.29690933227539,62.09000015258789,62.25,61.279998779296875,62.0,2667300
2023-09-28,61.75102996826172,62.54999923706055,62.790000915527344,61.84000015258789,61.900001525878906,2152700
2023-09-29,60.813167572021484,61.599998474121094,63.20000076293945,61.459999084472656,63.20000076293945,3514100
2023-10-02,60.21095275878906,60.9900016784668,61.869998931884766,60.84000015258789,61.54999923706055,1973700
2023-10-03,58.24637222290039,59.0,60.65999984741211,58.529998779296875,60.369998931884766,4492600
2023-10-04,59.00654220581055,59.77000045776367,59.9900016784668,58.959999084472656,59.0,4120100
2023-10-05,59.64823913574219,60.41999816894531,60.599998474121094,59.20000076293945,59.68000030517578,2783000
2023-10-06,61.2376708984375,62.029998779296875,62.209999084472656,59.97999954223633,60.060001373291016,3795300
2023-10-09,60.813167572021484,61.599998474121094,61.83000183105469,60.91999816894531,61.2599983215332,1874800
2023-10-10,61.27716064453125,62.06999969482422,62.7599983215332,61.88999938964844,61.88999938964844,2498600
2023-10-11,62.294002532958984,63.099998474121094,63.189998626708984,62.040000915527344,62.2599983215332,3355300
