Price,Adj Close,Close,High,Low,Open,Volume
Ticker,HON,HON,HON,HON,HON,HON
Date,,,,,,
2023-09-11,178.43997192382812,186.2100067138672,186.63999938964844,184.75,185.92999267578125,2115400
2023-09-12,181.3147735595703,189.2100067138672,189.94000244140625,185.97000122070312,186.19000244140625,3667500
2023-09-13,183.595458984375,191.58999633789062,193.66000366210938,189.7899932861328,189.82000732421875,5057300
2023-09-14,185.48326110839844,193.55999755859375,195.30999755859375,191.94000244140625,192.39999389648438,3682200
2023-09-15,184.9849853515625,193.0399932861328,194.9199981689453,192.38999938964844,194.52000427246094,6014000
2023-09-18,186.34573364257812,194.4600067138672,195.35000610351562,192.44000244140625,192.75,2296800
2023-09-19,187.19859313964844,195.35000610351562,195.6199951171875,193.13999938964844,193.13999938964844,2872100
2023-09-20,186.32655334472656,194.44000244140625,197.08999633789062,194.38999938964844,196.13999938964844,2374100
2023-09-21,183.442138671875,191.42999267578125,194.6699981689453,191.39999389648438,194.6699981689453,2917500
2023-09-22,181.8610076904297,189.77999877929688,191.83999633789062,189.58999633789062,190.92999267578125,2824300
2023-09-25,183.85421752929688,191.86000061035156,192.02999877929688,188.55999755859375,189.0399932861328,2723100
2023-09-26,180.0498504638672,187.88999938964844,191.33999633789062,187.75999450683594,191.00999450683594,3399500
2023-09-27,180.040283203125,187.8800048828125,188.94000244140625,186.35000610351562,188.94000244140625,2235700
2023-09-28,179.30239868164062,187.11000061035156,188.97999572753906,186.67999267578125,187.72999572753906,2912300
2023-09-29,177.03131103515625,184.74000549316406,188.22999572753906,184.33999633789062,188.22000122070312,3330900
2023-10-02,174.9901580810547,182.61000061035156,184.82000732421875,181.07000732421875,184.0,2700800
2023-10-03,173.58152770996094,181.13999938964844,182.72000122070312,180.24000549316406,181.86000061035156,2490300
2023-10-04,174.884765625,182.5,182.9600067138672,180.4199981689453,181.42999267578125,2298700
2023-10-05,172.5082550048828,180.02000427246094,182.4199981689453,179.1300048828125,182.14999389648438,2288200
2023-10-06,176.95465087890625,184.66000366210938,185.3000030517578,179.6999969482422,180.47000122070312,3770800
2023-10-09,178.73704528808594,186.52000427246094,186.97999572753906,184.75999450683594,185.27000427246094,2278900
2023-10-10,178.5645294189453,186.33999633789062,188.08999633789062,184.3800048828125,188.0,3262700
2023-10-11,179.5802764892578,187.39999389648438,188.2899932861328,185.80999755859375,186.55999755859375,2210200
2023-10-12,176.26466369628906,183.94000244140625,187.38999938964844,182.82000732421875,187.36000061035156,2413900
2023-10-13,175.90052795410156,183.55999755859375,184.85000610351562,182.36000061035156,184.85000610351562,2245600
2023-10-16,178.45913696289062,186.22999572753906,187.5,185.1300048828125,185.61000061035156,2433000
2023-10-17,178.54537963867188,186.32000732421875,187.2899932861328,184.97000122070312,185.33999633789062,1848900
2023-10-18,175.8142852783203,183.47000122070312,186.0399932861328,183.0399932861328,185.6300048828125,2262000
2023-10-19,174.6643524169922,182.27000427246094,185.86000061035156,181.86000061035156,183.1699981689453,2565700
2023-10-20,173.75401306152344,181.32000732421875,183.77999877929688,181.05999755859375,182.64999389648438,3043400
2023-10-23,172.98739624023438,180.52000427246094,183.0800018310547,180.38999938964844,181.58999633789062,2073500
2023-10-24,173.88815307617188,181.4600067138672,183.02000427246094,180.25999450683594,181.57000732421875,2552300
2023-10-25,170.65878295898438,178.08999633789062,181.77999877929688,177.97999572753906,181.4499969482422,4147400
2023-10-26,168.71348571777344,176.05999755859375,182.99000549316406,174.8800048828125,178.5800018310547,4817600
2023-10-27,169.61427307128906,177.0,179.1199951171875,175.35000610351562,175.64999389648438,3400300
2023-10-30,172.24952697753906,179.75,180.3000030517578,176.60000610351562,177.5399932861328,2633800
2023-10-31,175.61305236816406,183.25999450683594,183.9199981689453,179.17999267578125,179.5,3770300
2023-11-01,176.31259155273438,183.99000549316406,184.27000427246094,181.4199981689453,184.19000244140625,3358700
2023-11-02,178.65077209472656,186.42999267578125,187.13999938964844,184.14999389648438,185.60000610351562,3059600
2023-11-03,181.10397338867188,188.99000549316406,190.2100067138672,187.97999572753906,188.13999938964844,2960000
2023-11-06,179.67613220214844,187.5,188.89999389648438,187.02000427246094,188.6699981689453,2339900
2023-11-07,178.82327270507812,186.61000061035156,187.25,185.55999755859375,186.77000427246094,2482100
2023-11-08,176.9163055419922,184.6199951171875,186.8800048828125,183.77999877929688,186.8800048828125,3193500
2023-11-09,177.05125427246094,183.67999267578125,185.4199981689453,183.1999969482422,183.8699951171875,2718300
2023-11-10,179.97189331054688,186.7100067138672,186.9199981689453,183.66000366210938,184.61000061035156,2178600
2023-11-13,179.77911376953125,186.50999450683594,187.50999450683594,185.7100067138672,186.8000030517578,1675900
2023-11-14,183.37451171875,190.24000549316406,190.6699981689453,188.64999389648438,188.77000427246094,2951600
2023-11-15,182.7093963623047,189.5500030517578,191.75999450683594,188.77999877929688,190.47999572753906,4076800
2023-11-16,183.8275604248047,190.7100067138672,192.36000061035156,190.41000366210938,191.22000122070312,2133500
2023-11-17,184.30950927734375,191.2100067138672,192.0,189.92999267578125,191.7899932861328,2207700
2023-11-20,184.8782196044922,191.8000030517578,192.3800048828125,190.07000732421875,190.6699981689453,2000200
2023-11-21,184.3384246826172,191.24000549316406,191.61000061035156,190.07000732421875,191.08999633789062,1877400
2023-11-22,185.3697967529297,192.30999755859375,192.8699951171875,190.1300048828125,191.10000610351562,1881600
2023-11-24,186.4300994873047,193.41000366210938,193.7100067138672,192.41000366210938,193.1199951171875,1074500
2023-11-27,186.0059814453125,192.97000122070312,193.67999267578125,192.35000610351562,192.61000061035156,2480500
2023-11-28,187.25906372070312,194.27000427246094,195.07000732421875,192.41000366210938,192.99000549316406,3329100
2023-11-29,187.24942016601562,194.25999450683594,196.32000732421875,193.92999267578125,195.52999877929688,2243000
2023-11-30,188.84951782226562,195.9199981689453,196.1199951171875,194.02999877929688,194.27000427246094,3114000
2023-12-01,190.6424102783203,197.77999877929688,198.08999633789062,195.32000732421875,196.5,3112100
2023-12-04,191.2014617919922,198.36000061035156,198.4600067138672,196.4600067138672,196.52000427246094,2717500
2023-12-05,189.8423614501953,196.9499969482422,197.83999633789062,195.3300018310547,197.52000427246094,2584200
2023-12-06,190.65203857421875,197.7899932861328,199.1300048828125,197.27999877929688,198.14999389648438,2230900
2023-12-07,190.65203857421875,197.7899932861328,199.0500030517578,197.4600067138672,198.99000549316406,2436900
2023-12-08,187.58677673339844,194.61000061035156,197.22999572753906,193.00999450683594,196.0399932861328,4545300
2023-12-11,193.158203125,200.38999938964844,200.50999450683594,196.0500030517578,196.4499969482422,3706200
2023-12-12,194.23779296875,201.50999450683594,202.3000030517578,200.86000061035156,202.0,3093900
