Price,Adj Close,Close,High,Low,Open,Volume
Ticker,PHM,PHM,PHM,PHM,PHM,PHM
Date,,,,,,
2023-09-11,80.47772216796875,81.69999694824219,83.16999816894531,80.9000015258789,81.04000091552734,2348900
2023-09-12,77.19754791259766,78.37000274658203,82.18000030517578,78.08000183105469,81.38999938964844,2298100
2023-09-13,75.80863952636719,76.95999908447266,79.20999908447266,76.4000015258789,78.41000366210938,2942600
2023-09-14,77.4044189453125,78.58000183105469,78.62999725341797,77.0,77.80000305175781,2480100
2023-09-15,75.2822494506836,76.2699966430664,77.0,75.02999877929688,76.91000366210938,5886900
2023-09-18,75.6277084350586,76.62000274658203,77.20999908447266,75.73999786376953,76.38999938964844,1876700
2023-09-19,76.1409912109375,77.13999938964844,77.56999969482422,75.80999755859375,76.52999877929688,2135400
2023-09-20,75.45992279052734,76.44999694824219,78.52999877929688,76.29000091552734,77.48999786376953,2485900
2023-09-21,72.94295501708984,73.9000015258789,75.2699966430664,72.76000213623047,75.12000274658203,2872800
2023-09-22,72.98243713378906,73.94000244140625,74.55999755859375,73.33000183105469,74.43000030517578,1600000
2023-09-25,72.97256469726562,73.93000030517578,74.7300033569336,73.4000015258789,73.54000091552734,1817600
2023-09-26,72.32110595703125,73.2699966430664,74.52999877929688,73.16999816894531,73.81999969482422,1852400
2023-09-27,72.25201416015625,73.19999694824219,74.33000183105469,72.79000091552734,74.11000061035156,1763400
2023-09-28,73.80168914794922,74.7699966430664,75.0999984741211,72.76000213623047,72.91000366210938,2267100
2023-09-29,73.09101104736328,74.05000305175781,75.69000244140625,73.45999908447266,75.22000122070312,1559000
2023-10-02,72.27175903320312,73.22000122070312,74.72000122070312,72.95999908447266,73.44000244140625,1939000
2023-10-03,69.81400299072266,70.7300033569336,72.86000061035156,69.9800033569336,72.4800033569336,2567500
2023-10-04,71.42289733886719,72.36000061035156,72.54000091552734,70.73999786376953,71.22000122070312,2393800
2023-10-05,70.93924713134766,71.87000274658203,72.8499984741211,71.5199966430664,71.9800033569336,2311300
2023-10-06,71.26496124267578,72.19999694824219,72.66999816894531,70.12000274658203,71.01000213623047,2387400
2023-10-09,72.17304992675781,73.12000274658203,73.18000030517578,71.0,71.52999877929688,1444700
2023-10-10,72.97256469726562,73.93000030517578,75.18000030517578,73.13999938964844,73.13999938964844,2037400
2023-10-11,74.61105346679688,75.58999633789062,76.69999694824219,74.54000091552734,75.20999908447266,1979900
2023-10-12,70.97871398925781,71.91000366210938,74.7699966430664,71.12000274658203,74.48999786376953,2107300
2023-10-13,71.9460220336914,72.88999938964844,73.41999816894531,71.91000366210938,72.20999908447266,1823000
2023-10-16,71.93614959716797,72.87999725341797,74.11000061035156,72.43000030517578,73.79000091552734,1692500
2023-10-17,72.50863647460938,73.45999908447266,74.43000030517578,72.0199966430664,72.31999969482422,2057100
2023-10-18,70.87014770507812,71.80000305175781,73.1500015258789,71.77999877929688,72.56999969482422,1751100
2023-10-19,69.2217788696289,70.12999725341797,72.30999755859375,69.75,72.04000091552734,2991600
2023-10-20,68.74800109863281,69.6500015258789,71.13999938964844,69.20999908447266,70.30999755859375,2673000
2023-10-23,69.65606689453125,70.56999969482422,71.33000183105469,69.33999633789062,69.56999969482422,3260400
2023-10-24,70.72209930419922,71.6500015258789,72.30999755859375,68.80000305175781,69.26000213623047,4691600
2023-10-25,70.1002426147461,71.0199966430664,71.83999633789062,70.20999908447266,71.80999755859375,2521400
2023-10-26,71.40314483642578,72.33999633789062,73.58000183105469,71.4800033569336,71.83999633789062,2378100
2023-10-27,70.98859405517578,71.91999816894531,72.97000122070312,71.69999694824219,72.97000122070312,2096300
2023-10-30,71.2945785522461,72.2300033569336,73.12999725341797,71.19999694824219,72.5999984741211,1862900
2023-10-31,72.63695526123047,73.58999633789062,73.93000030517578,72.44999694824219,72.7300033569336,2400100
2023-11-01,76.2298355102539,77.2300033569336,77.44000244140625,73.08999633789062,73.55999755859375,3653700
2023-11-02,79.13175201416016,80.16999816894531,81.55000305175781,79.18000030517578,79.30999755859375,3721200
2023-11-03,82.29031372070312,83.37000274658203,84.25,82.58000183105469,82.68000030517578,3094200
2023-11-06,80.79986572265625,81.86000061035156,83.12999725341797,81.55999755859375,82.51000213623047,2345300
2023-11-07,80.96765899658203,82.02999877929688,83.31999969482422,81.66000366210938,82.01000213623047,1949800
2023-11-08,80.63206481933594,81.69000244140625,82.62999725341797,81.2699966430664,82.25,1618600
2023-11-09,79.86216735839844,80.91000366210938,82.4000015258789,80.5999984741211,81.69999694824219,1770200
2023-11-10,81.30325317382812,82.37000274658203,82.6500015258789,80.5999984741211,81.51000213623047,2055900
2023-11-13,80.9775390625,82.04000091552734,82.54000091552734,81.0,81.62000274658203,1935800
2023-11-14,86.71228790283203,87.8499984741211,88.75,85.30999755859375,85.38999938964844,3182400
2023-11-15,85.91278076171875,87.04000091552734,88.80999755859375,86.94000244140625,87.51000213623047,1833000
2023-11-16,85.84368133544922,86.97000122070312,88.08000183105469,86.8499984741211,87.54000091552734,2212100
2023-11-17,87.15646362304688,88.30000305175781,88.44999694824219,87.30000305175781,87.44000244140625,2079600
2023-11-20,87.11698150634766,88.26000213623047,88.52999877929688,87.2699966430664,87.98999786376953,1407600
2023-11-21,86.1595458984375,87.29000091552734,88.4800033569336,87.26000213623047,87.69999694824219,1576100
2023-11-22,86.8011245727539,87.94000244140625,89.16000366210938,87.47000122070312,88.4000015258789,1498700
2023-11-24,86.95903778076172,88.0999984741211,88.16999816894531,87.23999786376953,87.23999786376953,613300
2023-11-27,86.7715072631836,87.91000366210938,88.33000183105469,87.54000091552734,88.08999633789062,1563600
2023-11-28,86.45564270019531,87.58999633789062,88.45999908447266,87.36000061035156,87.88999938964844,1482900
2023-11-29,86.8702163696289,88.01000213623047,88.86000061035156,87.88999938964844,88.51000213623047,1263600
2023-11-30,87.27490234375,88.41999816894531,88.52999877929688,86.58999633789062,87.66999816894531,2742900
2023-12-01,89.84122467041016,91.0199966430664,91.41000366210938,88.51000213623047,88.51000213623047,2474700
2023-12-04,89.84122467041016,91.0199966430664,91.44000244140625,89.80999755859375,90.2300033569336,1831800
2023-12-05,89.7425308227539,90.91999816894531,91.5999984741211,90.5,90.95999908447266,1581900
2023-12-06,91.26258850097656,92.45999908447266,93.77999877929688,92.0,92.0,2144200
2023-12-07,93.23668670654297,94.45999908447266,94.48999786376953,92.48999786376953,92.7699966430664,2142500
2023-12-08,95.0627212524414,96.30999755859375,96.62000274658203,93.98999786376953,93.98999786376953,2226900
2023-12-11,94.80609130859375,96.05000305175781,96.55999755859375,95.37999725341797,95.87000274658203,1774200
2023-12-12,94.74686431884766,95.98999786376953,96.62000274658203,95.80000305175781,96.30999755859375,1608000
2023-12-13,96.69134521484375,97.95999908447266,98.87999725341797,95.36000061035156,96.77999877929688,3163500
2023-12-14,103.521728515625,104.87999725341797,105.08999633789062,99.69000244140625,99.69000244140625,4060700
2023-12-15,101.1626968383789,102.48999786376953,105.12999725341797,102.16000366210938,103.61000061035156,6866200
2023-12-18,100.87589263916016,102.0,102.30000305175781,100.4000015258789,102.27999877929688,2324600
2023-12-19,101.80552673339844,102.94000244140625,104.20999908447266,101.69999694824219,102.31999969482422,2348100
2023-12-20,100.95499420166016,102.08000183105469,104.20999908447266,101.9800033569336,102.80000305175781,1672300
2023-12-21,101.30113983154297,102.43000030517578,104.12999725341797,101.58000183105469,103.8499984741211,1259400
2023-12-22,101.30113983154297,102.43000030517578,103.05999755859375,101.9800033569336,103.02999877929688,1410200
2023-12-26,102.04287719726562,103.18000030517578,103.62999725341797,102.41000366210938,102.75,1111800
2023-12-27,102.78461456298828,103.93000030517578,104.29000091552734,102.94999694824219,103.36000061035156,1177900
2023-12-28,102.3494644165039,103.48999786376953,104.20999908447266,103.04000091552734,103.29000091552734,880700
2023-12-29,102.08242797851562,103.22000122070312,103.8499984741211,102.72000122070312,103.19000244140625,1227800
2024-01-02,100.43085479736328,101.55000305175781,102.55999755859375,100.69999694824219,101.83000183105469,2533700
2024-01-03,99.36274719238281,100.47000122070312,101.30999755859375,99.02999877929688,100.0,2018700
2024-01-04,99.20451354980469,100.30999755859375,101.4800033569336,99.68000030517578,99.9000015258789,1984900
