Price,Adj Close,Close,High,Low,Open,Volume
Ticker,CTSH,CTSH,CTSH,CTSH,CTSH,CTSH
Date,,,,,,
2023-09-11,69.09403228759766,71.33000183105469,71.91000366210938,70.94000244140625,71.63999938964844,1794300
2023-09-12,67.93163299560547,70.12999725341797,71.08999633789062,70.04000091552734,70.63999938964844,2512000
2023-09-13,68.4837646484375,70.69999694824219,70.8499984741211,70.06999969482422,70.23999786376953,2833300
2023-09-14,68.74530792236328,70.97000122070312,71.36000061035156,70.66000366210938,71.0,2351200
2023-09-15,67.97039031982422,70.16999816894531,70.93000030517578,69.87999725341797,70.80000305175781,9871500
2023-09-18,68.01881408691406,70.22000122070312,70.93000030517578,70.08000183105469,70.2699966430664,4788900
2023-09-19,67.89288330078125,70.08999633789062,70.19000244140625,69.05000305175781,69.8499984741211,5046500
2023-09-20,67.33108520507812,69.51000213623047,71.26000213623047,69.4800033569336,70.30000305175781,3550100
2023-09-21,67.04048919677734,69.20999908447266,69.93000030517578,68.97000122070312,69.19999694824219,2585000
2023-09-22,67.42794036865234,69.61000061035156,70.0999984741211,68.98999786376953,69.18000030517578,2048400
2023-09-25,67.544189453125,69.7300033569336,69.86000061035156,69.23999786376953,69.4000015258789,3463800
2023-09-26,66.48834228515625,68.63999938964844,69.76000213623047,68.37000274658203,69.62000274658203,3122600
2023-09-27,66.06214141845703,68.19999694824219,69.04000091552734,67.76000213623047,69.04000091552734,3222000
2023-09-28,65.71341705322266,67.83999633789062,68.25,67.06999969482422,67.20999908447266,4173200
2023-09-29,65.61654663085938,67.73999786376953,68.41000366210938,67.48999786376953,68.02999877929688,2866300
2023-10-02,65.63593292236328,67.76000213623047,67.98999786376953,67.22000122070312,67.5199966430664,3246500
2023-10-03,65.19036102294922,67.30000305175781,67.95999908447266,66.97000122070312,67.37999725341797,4139600
2023-10-04,65.4228286743164,67.54000091552734,67.63999938964844,66.9000015258789,67.48999786376953,2714900
2023-10-05,65.57781219482422,67.69999694824219,67.7699966430664,66.75,67.45999908447266,2193000
2023-10-06,65.71341705322266,67.83999633789062,68.16999816894531,66.81999969482422,67.19000244140625,2171100
2023-10-09,66.04277038574219,68.18000030517578,68.37000274658203,67.18000030517578,67.43000030517578,1584400
2023-10-10,65.73280334472656,67.86000061035156,68.5,67.48999786376953,68.12999725341797,3083800
2023-10-11,66.19775390625,68.33999633789062,68.5999984741211,68.02999877929688,68.12999725341797,2391100
2023-10-12,63.89235305786133,65.95999908447266,68.20999908447266,65.69999694824219,68.20999908447266,3144300
2023-10-13,63.717987060546875,65.77999877929688,66.38999938964844,65.1500015258789,65.94999694824219,3259200
2023-10-16,64.67695617675781,66.7699966430664,66.9000015258789,65.95999908447266,66.0999984741211,5399800
2023-10-17,65.0644302368164,67.16999816894531,67.36000061035156,66.4000015258789,66.55999755859375,2478800
2023-10-18,63.960166931152344,66.02999877929688,67.19999694824219,65.83000183105469,66.80000305175781,4496800
2023-10-19,63.3886604309082,65.44000244140625,66.3499984741211,65.22000122070312,66.1500015258789,2353100
2023-10-20,63.67925262451172,65.73999786376953,66.54000091552734,65.68000030517578,66.45999908447266,2584700
2023-10-23,62.98181915283203,65.0199966430664,66.0,64.94000244140625,65.69000244140625,2193900
2023-10-24,63.10774612426758,65.1500015258789,65.80000305175781,64.69000244140625,65.18000030517578,2988700
2023-10-25,62.08097457885742,64.08999633789062,65.02999877929688,63.970001220703125,64.93000030517578,2314400
2023-10-26,61.431976318359375,63.41999816894531,64.37000274658203,63.31999969482422,64.08000183105469,2812900
2023-10-27,61.315738677978516,63.29999923706055,63.810001373291016,62.790000915527344,63.34000015258789,2724300
2023-10-30,61.75164031982422,63.75,63.91999816894531,63.20000076293945,63.66999816894531,2514300
2023-10-31,62.44906234741211,64.47000122070312,64.58999633789062,63.93000030517578,63.93000030517578,3118900
2023-11-01,62.923709869384766,64.95999908447266,65.20999908447266,64.16999816894531,64.38999938964844,5497400
2023-11-02,61.65476989746094,63.650001525878906,63.81999969482422,62.13999938964844,62.599998474121094,6856800
